Participant,Task,Saccade Count,Total Saccade Duration [ms],Average Saccade Duration [ms],Average Saccade Distance [px]
164,mupliple_choice_rectangle.jpg,23,30670.311,1333.4917826086958,260.56444357485003
165,rectangle_java2.jpg,376,96511.71600000001,256.6800957446809,45.032904212178465
165,mupliple_choice_rectangle.jpg,95,27849.562,293.15328421052635,76.27068958815376
165,vehicle_java2.jpg,118,53435.486999999994,452.84311016949147,90.99672712478004
165,mupliple_choice_vehicle.jpg,72,30585.3,424.79583333333335,88.96501620261796
166,rectangle_java.jpg,33,89508.47300000001,2712.37796969697,296.7252208363744
166,mupliple_choice_rectangle.jpg,35,55159.272,1575.9792,215.54763706285664
166,vehicle_java.jpg,51,131608.75099999996,2580.5637450980385,158.18102033014122
166,mupliple_choice_vehicle.jpg,17,24853.803,1461.988411764706,213.90750514369978
167,vehicle_java.jpg,1,29193.683,29193.683,305.0035163731723
167,mupliple_choice_vehicle.jpg,0,0.0,0.0,0.0
167,rectangle_java.jpg,0,0.0,0.0,0.0
167,mupliple_choice_rectangle.jpg,1,8131.02,8131.02,151.290937269884
168,rectangle_java2.jpg,190,131515.34099999996,692.1860052631577,105.1688444486384
168,mupliple_choice_rectangle.jpg,245,27533.978,112.38358367346939,34.06843816990391
168,vehicle_java2.jpg,112,74249.49099999998,662.9418839285712,139.7754025333417
168,mupliple_choice_vehicle.jpg,109,47732.860999999975,437.9161559633025,75.51671368469681
169,vehicle_java.jpg,142,60899.92899999997,428.8727394366195,79.43197281701869
169,mupliple_choice_vehicle.jpg,75,15706.097999999996,209.41463999999996,93.07508491102938
169,rectangle_java.jpg,346,85916.74899999991,248.31430346820784,92.54136397621552
169,mupliple_choice_rectangle.jpg,122,27241.715,223.29274590163934,90.98357139404627
16,rectangle_java2.jpg,134,48578.292000000016,362.52456716417925,89.76086472118014
16,mupliple_choice_rectangle.jpg,90,27602.117999999995,306.69019999999995,105.54030238338781
16,vehicle_java2.jpg,218,86670.98300000001,397.5733165137615,88.75826153534841
16,mupliple_choice_vehicle.jpg,195,53088.07200000003,272.2465230769232,59.820456887809996
170,rectangle_java2.jpg,31,14039.857000000002,452.89861290322585,91.69581335476775
170,mupliple_choice_rectangle.jpg,53,16518.823999999993,311.6759245283018,101.4538221832747
170,vehicle_java2.jpg,277,74734.87500000009,269.8009927797837,59.849874350729685
170,mupliple_choice_vehicle.jpg,134,27851.076,207.84385074626866,58.12035275365751
171,vehicle_java2.jpg,300,75182.60200000003,250.60867333333343,68.0665054813488
171,mupliple_choice_vehicle.jpg,119,28238.096999999994,237.2949327731092,78.00871530835143
171,rectangle_java2.jpg,142,36157.596000000005,254.6309577464789,63.25208305358769
171,mupliple_choice_rectangle.jpg,68,20534.530999999995,301.9783970588235,76.1803574066942
172,vehicle_java2.jpg,126,40211.71499999999,319.14059523809516,62.6336291299282
172,mupliple_choice_vehicle.jpg,92,25076.854000000007,272.57450000000006,81.03152877482923
172,rectangle_java2.jpg,71,18134.559,255.41632394366198,74.81706665990559
172,mupliple_choice_rectangle.jpg,57,29018.257999999994,509.092245614035,80.32336018288916
173,rectangle_java.jpg,2,40647.995,20323.9975,154.979188615055
173,mupliple_choice_rectangle.jpg,17,49490.14800000001,2911.185176470589,123.96786762625091
173,vehicle_java.jpg,0,0.0,0.0,0.0
173,mupliple_choice_vehicle.jpg,3,904.9549999999999,301.65166666666664,147.48791007225452
174,rectangle_java2.jpg,22,132454.724,6020.669272727272,135.7196690153862
174,mupliple_choice_rectangle.jpg,6,12555.919999999998,2092.653333333333,86.33883913986479
174,vehicle_java2.jpg,24,145390.89200000002,6057.953833333334,186.6401407591118
174,mupliple_choice_vehicle.jpg,2,15403.744999999999,7701.8724999999995,179.84890927436442
175,rectangle_python.jpg,29,25158.187,867.5236896551725,141.10740454822258
175,mupliple_choice_rectangle.jpg,11,14958.861,1359.8964545454546,220.49364202314788
175,vehicle_python.jpg,51,43725.02000000002,857.3533333333337,182.15215340541326
175,mupliple_choice_vehicle.jpg,25,26022.147,1040.88588,230.93783341720282
176,rectangle_java2.jpg,379,107924.83700000013,284.76210290237503,64.6024877209837
176,mupliple_choice_rectangle.jpg,125,39597.29,316.77832,86.7321917679485
176,vehicle_java2.jpg,287,79794.62000000004,278.0300348432057,68.84967231285515
176,mupliple_choice_vehicle.jpg,80,27330.164999999994,341.6270624999999,96.48915469817027
177,rectangle_java2.jpg,117,63486.566,542.6202222222222,114.22316403409754
177,mupliple_choice_rectangle.jpg,33,19201.23,581.8554545454546,162.1770700587982
177,vehicle_java2.jpg,146,82745.109,566.7473219178082,95.4103024564494
177,mupliple_choice_vehicle.jpg,36,15978.218999999997,443.8394166666666,95.2918296233829
178,rectangle_java2.jpg,38,48120.73700000001,1266.3351842105264,167.25399437027588
178,mupliple_choice_rectangle.jpg,9,12463.069,1384.7854444444445,183.41117815300527
178,vehicle_java2.jpg,33,38721.329999999994,1173.3736363636363,128.23824685083213
178,mupliple_choice_vehicle.jpg,26,26920.38,1035.3992307692308,151.81268843496946
179,vehicle_java2.jpg,303,78813.50000000001,260.11056105610567,63.68646325005671
179,mupliple_choice_vehicle.jpg,68,19238.409999999993,282.91779411764696,76.75321713333973
179,rectangle_java2.jpg,407,109402.58499999989,268.80242014741987,69.1180383958906
179,mupliple_choice_rectangle.jpg,111,21582.076999999997,194.4331261261261,57.794154263013624
17,rectangle_java2.jpg,66,51327.670999999995,777.6919848484848,116.00444193547894
17,mupliple_choice_rectangle.jpg,34,30344.269000000004,892.4785000000002,145.25217206436167
17,vehicle_java2.jpg,124,92157.72600000001,743.2074677419356,111.53085118897582
17,mupliple_choice_vehicle.jpg,17,11383.0,669.5882352941177,208.67101044677992
180,vehicle_java2.jpg,116,39053.31200000003,336.66648275862093,107.41826004124214
180,mupliple_choice_vehicle.jpg,43,16950.65,394.2011627906977,99.70066440498171
180,rectangle_java2.jpg,103,31357.842000000004,304.4450679611651,75.00005207197383
180,mupliple_choice_rectangle.jpg,43,14735.082000000002,342.6763255813954,113.00997031575398
181,rectangle_java2.jpg,38,17874.679,470.3862894736842,120.97831351989785
181,mupliple_choice_rectangle.jpg,29,10675.221999999996,368.11110344827574,107.4832267924732
181,vehicle_java2.jpg,58,26710.375000000004,460.5237068965518,76.96777840271835
181,mupliple_choice_vehicle.jpg,28,7979.255000000001,284.97339285714287,100.63162846853527
182,vehicle_java2.jpg,146,114057.32,781.2145205479452,147.372071964565
182,mupliple_choice_vehicle.jpg,1,12465.07,12465.07,354.5206144923029
182,rectangle_java2.jpg,75,57439.844,765.8645866666666,145.62722152364702
182,mupliple_choice_rectangle.jpg,76,35205.345,463.22822368421055,69.45093830333253
183,vehicle_java2.jpg,214,91156.64999999994,425.96565420560717,97.35950403959605
183,mupliple_choice_vehicle.jpg,21,15734.439,749.259,178.15302379017697
183,rectangle_java2.jpg,92,108129.21499999998,1175.317554347826,125.14552522779988
183,mupliple_choice_rectangle.jpg,11,32103.541,2918.5037272727272,312.1699430062792
184,vehicle_java2.jpg,62,57395.69999999999,925.7370967741933,87.81403186103202
184,mupliple_choice_vehicle.jpg,31,23602.238999999998,761.3625483870967,158.79879829985614
184,rectangle_java2.jpg,39,63963.76699999999,1640.0965897435894,176.5303189069715
184,mupliple_choice_rectangle.jpg,12,11871.160000000002,989.2633333333334,227.0245470352534
185,rectangle_java2.jpg,62,24906.267,401.71398387096775,91.51203502228114
185,mupliple_choice_rectangle.jpg,66,22574.44,342.03696969696966,76.25476049907358
185,vehicle_java2.jpg,94,30365.564,323.037914893617,53.694478046159404
185,mupliple_choice_vehicle.jpg,33,11343.237,343.7344545454545,103.49675993766294
186,rectangle_java2.jpg,88,63259.473999999995,718.857659090909,126.2333301797972
186,mupliple_choice_rectangle.jpg,88,39969.450999999994,454.1983068181817,88.04794473943777
186,vehicle_java2.jpg,97,71611.297,738.2607938144331,100.07182103637982
186,mupliple_choice_vehicle.jpg,42,21234.639999999996,505.5866666666666,93.01253487494625
187,rectangle_java2.jpg,3,25910.059,8636.686333333333,170.0438369380274
187,mupliple_choice_rectangle.jpg,1,19919.712,19919.712,177.15754485767744
187,vehicle_java2.jpg,3,46978.975000000006,15659.658333333335,319.2610533586458
187,mupliple_choice_vehicle.jpg,0,0.0,0.0,0.0
188,rectangle_scala.jpg,234,113943.87400000008,486.93963247863286,91.9564895247257
188,mupliple_choice_rectangle.jpg,57,28442.030000000002,498.9829824561404,158.23978775902432
188,vehicle_scala.jpg,205,115307.61399999997,562.4761658536584,108.82993223247622
188,mupliple_choice_vehicle.jpg,64,36505.671000000024,570.4011093750004,133.96496408756704
189,vehicle_java2.jpg,110,27590.19600000001,250.81996363636372,59.97135031336346
189,mupliple_choice_vehicle.jpg,97,22162.516999999996,228.4795567010309,69.74147447459463
189,rectangle_java2.jpg,130,38813.25099999998,298.5634692307691,77.02357532970959
189,mupliple_choice_rectangle.jpg,72,16054.921,222.9850138888889,70.0777623713382
18,vehicle_java.jpg,198,95484.12300000002,482.24304545454555,113.442217886733
18,mupliple_choice_vehicle.jpg,1,702.619,702.619,552.8968378459041
18,rectangle_java.jpg,17,58037.82799999999,3413.98988235294,171.67882668847204
18,mupliple_choice_rectangle.jpg,1,155.764,155.764,15.614480458856242
190,vehicle_java2.jpg,71,24390.284999999996,343.5251408450704,88.72563787342867
190,mupliple_choice_vehicle.jpg,52,21366.741000000005,410.8988653846155,82.74740655699436
190,rectangle_java2.jpg,63,18984.547000000002,301.3420158730159,83.75461150629283
190,mupliple_choice_rectangle.jpg,88,42541.948000000004,483.4312272727273,84.29880345107831
191,vehicle_java2.jpg,97,50879.71699999997,524.5331649484533,122.4022330560143
191,mupliple_choice_vehicle.jpg,29,11822.806000000002,407.6829655172415,119.78794588349082
191,rectangle_java2.jpg,47,39736.636999999995,845.4603617021276,144.2063475108381
191,mupliple_choice_rectangle.jpg,34,11007.09,323.7379411764706,162.45023747062646
192,rectangle_java.jpg,345,87178.28600000008,252.69068405797125,65.09250817617846
192,mupliple_choice_rectangle.jpg,31,16486.559999999998,531.8245161290322,168.73282024193972
192,vehicle_java.jpg,220,42586.267999999975,193.57394545454534,67.3758892786626
192,mupliple_choice_vehicle.jpg,86,19190.926000000003,223.15030232558144,73.72805255787254
193,rectangle_java2.jpg,7,42449.206000000006,6064.172285714287,226.55981484838526
193,mupliple_choice_rectangle.jpg,34,44920.97300000001,1321.2050882352944,174.25987650154525
193,vehicle_java2.jpg,9,26386.210000000006,2931.801111111112,158.55876526541476
193,mupliple_choice_vehicle.jpg,25,34178.992,1367.15968,298.8781430556722
194,rectangle_java.jpg,220,117982.13100000001,536.2824136363637,134.58331953332237
194,mupliple_choice_rectangle.jpg,41,30042.484,732.743512195122,131.45126797828914
194,vehicle_java.jpg,192,69666.04100000006,362.84396354166694,112.52933589795161
194,mupliple_choice_vehicle.jpg,42,12482.720999999996,297.2076428571428,96.9500764883
195,vehicle_java.jpg,87,47392.76199999999,544.7443908045975,112.43804244520558
195,mupliple_choice_vehicle.jpg,25,16974.851,678.9940399999999,172.05060776830018
195,rectangle_java.jpg,111,75050.26300000008,676.1284954954962,132.50452777563112
195,mupliple_choice_rectangle.jpg,21,12371.296,589.1093333333333,164.79412129591068
196,vehicle_java2.jpg,66,41325.295,626.1408333333333,143.30638681849015
196,mupliple_choice_vehicle.jpg,21,21186.484,1008.8801904761905,181.13169384558643
196,rectangle_java2.jpg,103,71686.84499999994,695.9887864077664,135.61346024407587
196,mupliple_choice_rectangle.jpg,108,57892.15299999999,536.0384537037036,123.41898290092679
197,vehicle_java.jpg,193,70429.91699999999,364.9218497409326,80.8322399843454
197,mupliple_choice_vehicle.jpg,40,6835.527000000001,170.88817500000002,78.58981839023681
197,rectangle_java.jpg,103,39568.735,384.16247572815536,94.42433620326543
197,mupliple_choice_rectangle.jpg,59,23123.107999999993,391.91708474576257,93.48892624106847
198,vehicle_java.jpg,129,34461.122,267.1404806201551,74.5677634326244
198,mupliple_choice_vehicle.jpg,62,18254.465999999997,294.4268709677419,90.10719164940545
198,rectangle_java.jpg,144,41328.01800000001,287.0001250000001,74.49692591249018
198,mupliple_choice_rectangle.jpg,19,19226.395,1011.9155263157895,174.4089517815389
199,vehicle_java.jpg,30,33317.024,1110.5674666666666,146.08960348187335
199,mupliple_choice_vehicle.jpg,14,18950.33,1353.595,174.14710949693676
199,rectangle_java.jpg,1,34273.666999999994,34273.666999999994,368.0257481481425
199,mupliple_choice_rectangle.jpg,47,11463.051000000003,243.89470212765963,74.1973394388402
19,rectangle_java.jpg,6,29422.881000000005,4903.813500000001,177.50135228829083
19,mupliple_choice_rectangle.jpg,2,7239.3099999999995,3619.6549999999997,475.20289827653767
19,vehicle_java.jpg,88,38548.987,438.05667045454544,105.78025482464001
19,mupliple_choice_vehicle.jpg,37,11547.01,312.0813513513514,115.48662819601573
1,vehicle_java.jpg,76,74215.19700000004,976.5157500000006,134.7480746965179
1,mupliple_choice_vehicle.jpg,66,38972.493999999984,590.4923333333331,146.7385145034013
1,rectangle_java.jpg,17,27547.014000000003,1620.4125882352944,124.5794457140371
1,mupliple_choice_rectangle.jpg,60,35512.11600000001,591.8686000000001,97.63441102894981
200,vehicle_java.jpg,221,76725.55100000002,347.17443891402723,86.86089568930312
200,mupliple_choice_vehicle.jpg,67,28649.466999999993,427.6039850746268,100.4732324831283
200,rectangle_java.jpg,158,109190.62399999995,691.0798987341769,113.22998104490868
200,mupliple_choice_rectangle.jpg,29,14282.854999999996,492.5122413793102,151.3777618868645
201,rectangle_java2.jpg,17,26430.003999999997,1554.7061176470586,137.33552645554448
201,mupliple_choice_rectangle.jpg,9,4328.134,480.9037777777778,200.95646374416964
201,vehicle_java2.jpg,33,21586.481000000003,654.1357878787879,83.97038978702321
201,mupliple_choice_vehicle.jpg,9,6371.642999999999,707.9603333333332,174.65754110176474
202,vehicle_java.jpg,418,180616.52800000002,432.09695693779906,111.40515371932074
202,mupliple_choice_vehicle.jpg,195,113817.81800000003,583.6811179487181,131.6162860311702
202,rectangle_java.jpg,116,52507.42100000003,452.650181034483,104.12406963701858
202,mupliple_choice_rectangle.jpg,111,35027.369999999995,315.56189189189183,79.39861646495581
203,rectangle_java.jpg,21,40028.562,1906.1219999999998,206.2509018973294
203,mupliple_choice_rectangle.jpg,23,17470.59400000001,759.5910434782612,161.94761232924077
203,vehicle_java.jpg,20,32125.290000000005,1606.2645000000002,122.99627210011991
203,mupliple_choice_vehicle.jpg,12,7691.457,640.95475,188.32124266268193
204,vehicle_java.jpg,11,21410.211,1946.382818181818,165.3103175893327
204,mupliple_choice_vehicle.jpg,10,15645.367,1564.5367,272.7665115028265
204,rectangle_java.jpg,6,5651.502,941.917,125.45690367923659
204,mupliple_choice_rectangle.jpg,4,8603.202999999998,2150.8007499999994,237.00276335970176
205,rectangle_scala.jpg,8,44057.405999999995,5507.175749999999,181.27736116476282
205,mupliple_choice_rectangle.jpg,0,0.0,0.0,0.0
205,vehicle_scala.jpg,10,56264.799,5626.4799,187.10794061261953
205,mupliple_choice_vehicle.jpg,5,16252.794000000005,3250.558800000001,167.9725772753207
206,vehicle_java2.jpg,111,57027.173999999985,513.7583243243242,95.72810233509449
206,mupliple_choice_vehicle.jpg,53,27357.510999999995,516.1794528301886,123.94201882035321
206,rectangle_java2.jpg,170,72989.91599999998,429.35244705882343,95.90160764276834
206,mupliple_choice_rectangle.jpg,47,28424.207,604.7703617021276,116.64970325562422
207,vehicle_java2.jpg,290,78260.772,269.86473103448276,75.21862862521756
207,mupliple_choice_vehicle.jpg,186,39857.53100000003,214.287801075269,61.625691174276504
207,rectangle_java2.jpg,259,65278.36899999999,252.0400347490347,66.18191208338963
207,mupliple_choice_rectangle.jpg,108,34325.526999999995,317.82895370370363,78.37290840810581
208,vehicle_java2.jpg,60,24909.71,415.16183333333333,74.23116085514499
208,mupliple_choice_vehicle.jpg,58,33837.227,583.4004655172414,120.51211489949615
208,rectangle_java2.jpg,57,67542.45299999998,1184.9553157894734,117.01833409966953
208,mupliple_choice_rectangle.jpg,48,30013.388000000003,625.2789166666668,125.65452492446632
209,vehicle_java.jpg,1,4757.244000000001,4757.244000000001,961.7096519220341
209,mupliple_choice_vehicle.jpg,4,2134.102,533.5255,199.30543472727814
209,rectangle_java.jpg,0,0.0,0.0,0.0
209,mupliple_choice_rectangle.jpg,1,6395.38,6395.38,489.81674624291895
20,rectangle_java2.jpg,100,45485.193000000036,454.8519300000004,84.61705424403465
20,mupliple_choice_rectangle.jpg,78,20938.669,268.4444743589744,69.6858158757914
20,vehicle_java2.jpg,129,68275.19399999997,529.2650697674417,107.14351367261847
20,mupliple_choice_vehicle.jpg,39,30538.337999999992,783.0343076923075,162.60286971750722
210,vehicle_java2.jpg,50,29025.990999999998,580.51982,96.33975596380897
210,mupliple_choice_vehicle.jpg,23,14447.038999999997,628.1321304347824,149.36994371952647
210,rectangle_java2.jpg,49,25078.407999999992,511.80424489795905,87.40619556172896
210,mupliple_choice_rectangle.jpg,39,17106.808999999997,438.63612820512816,137.35843380203934
211,rectangle_java2.jpg,205,57503.886000000006,280.5067609756098,64.76933466464726
211,mupliple_choice_rectangle.jpg,88,25841.72499999999,293.6559659090908,58.37707636990715
211,vehicle_java2.jpg,187,53596.16000000001,286.61048128342253,65.79773850558563
211,mupliple_choice_vehicle.jpg,171,50056.37999999997,292.72736842105246,78.40030275890857
212,rectangle_java2.jpg,15,35838.506,2389.2337333333335,97.43552991980452
212,mupliple_choice_rectangle.jpg,15,39062.97099999999,2604.198066666666,144.4400036757088
212,vehicle_java2.jpg,26,62848.841,2417.2631153846155,171.56535314353246
212,mupliple_choice_vehicle.jpg,6,19322.106,3220.351,269.96027573823795
213,rectangle_java2.jpg,37,37961.431,1025.9846216216215,150.32917626911197
213,mupliple_choice_rectangle.jpg,30,14854.962,495.1654,174.96973509518912
213,vehicle_java2.jpg,68,55931.796999999984,822.526426470588,93.67783693002619
213,mupliple_choice_vehicle.jpg,68,49476.631,727.5975147058824,141.23152044814606
214,rectangle_java2.jpg,109,53252.31600000001,488.5533577981653,99.5571036224416
214,mupliple_choice_rectangle.jpg,51,40400.88299999999,792.174176470588,122.64249103451174
214,vehicle_java2.jpg,284,104300.8669999999,367.25657394366164,99.46426855932386
214,mupliple_choice_vehicle.jpg,61,27892.254000000015,457.25006557377077,90.90176374228906
215,vehicle_java2.jpg,119,67067.45000000003,563.5920168067229,146.94898013098054
215,mupliple_choice_vehicle.jpg,28,25758.356000000003,919.9412857142859,151.041231198477
215,rectangle_java2.jpg,73,44376.893999999986,607.9026575342464,104.74745896452443
215,mupliple_choice_rectangle.jpg,43,21678.556000000004,504.1524651162792,115.49518167638213
216,vehicle_java2.jpg,33,68278.12299999999,2069.0340303030302,172.39685376094036
216,mupliple_choice_vehicle.jpg,12,16626.615,1385.5512500000002,159.47873760686971
216,rectangle_java2.jpg,13,33212.72099999999,2554.8246923076917,107.54244878126102
216,mupliple_choice_rectangle.jpg,26,25583.734,983.9897692307693,148.28130419173806
21,rectangle_java2.jpg,105,59075.94199999998,562.6280190476189,129.4063467105695
21,mupliple_choice_rectangle.jpg,44,20630.504999999997,468.87511363636355,163.29925467339714
21,vehicle_java2.jpg,169,100833.116,596.6456568047337,115.65771526140828
21,mupliple_choice_vehicle.jpg,31,28470.14399999999,918.3917419354835,162.19412987783198
22,rectangle_java2.jpg,1,2559.7360000000003,2559.7360000000003,196.31136110780753
22,mupliple_choice_rectangle.jpg,0,0.0,0.0,0.0
22,vehicle_java2.jpg,1,689.9390000000001,689.9390000000001,223.9659817918784
22,mupliple_choice_vehicle.jpg,0,0.0,0.0,0.0
23,rectangle_java2.jpg,2,2695.69,1347.845,106.07759226662498
23,mupliple_choice_rectangle.jpg,0,0.0,0.0,0.0
23,vehicle_java2.jpg,5,32974.692,6594.938400000001,147.43808124625713
23,mupliple_choice_vehicle.jpg,0,0.0,0.0,0.0
24,vehicle_java2.jpg,151,54813.71000000001,363.00470198675504,63.04054619283828
24,mupliple_choice_vehicle.jpg,142,41030.24,288.94535211267606,56.30713815371957
24,rectangle_java2.jpg,127,42481.205,334.49767716535433,69.74542990502215
24,mupliple_choice_rectangle.jpg,64,22766.426999999996,355.72542187499994,84.6358782396332
25,rectangle_java2.jpg,95,77601.00500000003,816.8526842105267,141.80266687240896
25,mupliple_choice_rectangle.jpg,17,20534.551000000007,1207.9147647058828,141.06944387020093
25,vehicle_java2.jpg,90,81342.47800000003,903.8053111111115,114.43999350333505
25,mupliple_choice_vehicle.jpg,29,19982.542,689.0531724137932,106.46572332018843
26,vehicle_java2.jpg,146,50708.55199999997,347.3188493150683,112.42442953767161
26,mupliple_choice_vehicle.jpg,72,20882.581999999995,290.03586111111105,95.4090542380118
26,rectangle_java2.jpg,69,30324.540000000005,439.48608695652183,109.9412469138355
26,mupliple_choice_rectangle.jpg,74,23174.513,313.1690945945946,95.60111113469043
27,vehicle_java.jpg,17,20949.201000000005,1232.305941176471,172.26637797891712
27,mupliple_choice_vehicle.jpg,14,19245.749,1374.696357142857,158.4719853438403
27,rectangle_java.jpg,17,21781.947,1281.291,213.12192957784126
27,mupliple_choice_rectangle.jpg,16,20106.278000000006,1256.6423750000004,289.8282665020812
28,rectangle_java2.jpg,203,60583.30700000001,298.4399359605912,95.74533208682487
28,mupliple_choice_rectangle.jpg,146,59784.616,409.4836712328767,98.18541872570334
28,vehicle_java2.jpg,94,31041.922999999988,330.23322340425517,82.35820175831208
28,mupliple_choice_vehicle.jpg,77,24504.743000000002,318.24341558441563,102.26880775704981
29,vehicle_java2.jpg,125,48252.573000000026,386.0205840000002,89.38286376099798
29,mupliple_choice_vehicle.jpg,63,26788.032000000007,425.20685714285725,82.7376974645859
29,rectangle_java2.jpg,120,45584.661,379.872175,87.6093643299994
29,mupliple_choice_rectangle.jpg,51,13819.018000000002,270.961137254902,97.58723835116697
2,rectangle_java2.jpg,5,16226.784,3245.3568,144.5926837530625
2,mupliple_choice_rectangle.jpg,1,26202.445,26202.445,297.0062359614693
2,vehicle_java2.jpg,1,32869.806,32869.806,384.500895447592
2,mupliple_choice_vehicle.jpg,1,21134.552,21134.552,445.24891386728837
30,vehicle_java2.jpg,68,39184.61999999999,576.2444117647057,93.47150022137731
30,mupliple_choice_vehicle.jpg,131,73609.70900000002,561.9061755725193,122.00778621330852
30,rectangle_java2.jpg,71,35085.109,494.15646478873236,113.20029702422102
30,mupliple_choice_rectangle.jpg,116,52692.72599999998,454.2476379310343,108.25329069026668
31,rectangle_java2.jpg,116,50968.47899999998,439.3834396551722,102.19601187550671
31,mupliple_choice_rectangle.jpg,92,40660.993000000024,441.96731521739156,98.53283262881784
31,vehicle_java2.jpg,158,51069.83399999999,323.22679746835433,71.91610066785911
31,mupliple_choice_vehicle.jpg,48,18683.374,389.23695833333335,113.59379926851166
32,rectangle_java2.jpg,80,32205.728999999996,402.57161249999996,101.42444546561771
32,mupliple_choice_rectangle.jpg,92,30097.952,327.1516521739131,94.00461445021055
32,vehicle_java2.jpg,119,43964.91799999999,369.4530924369747,100.36437352698226
32,mupliple_choice_vehicle.jpg,66,22326.422,338.2791212121212,90.42108631218944
33,vehicle_java2.jpg,168,56748.287,337.7874226190476,110.5176323434412
33,mupliple_choice_vehicle.jpg,25,12651.839,506.07356,113.17059672566265
33,rectangle_java2.jpg,129,40305.26299999999,312.44389922480616,105.93571988376486
33,mupliple_choice_rectangle.jpg,80,26266.015000000007,328.3251875000001,92.23825317446561
34,vehicle_java2.jpg,133,65972.431,496.03331578947365,93.986078631662
34,mupliple_choice_vehicle.jpg,123,36473.29899999999,296.53088617886175,78.43785327623192
