Participant,Task,Saccade Count,Total Saccade Duration [ms],Average Saccade Duration [ms]
P108,0,198,35493.82999999998,179.26176767676756
P164,0,69,26654.98999999999,386.3042028985506
P165,0,11,14491.00000000001,1317.3636363636372
P169,0,78,24989.92999999999,320.3837179487178
P193,0,160,127069.93999999993,794.1871249999996
P228,0,22,23888.83,1085.855909090909
P309,0,97,27943.67999999998,288.0791752577317
P313,0,281,104873.53000000004,373.2154092526692
P320,0,169,53632.62000000008,317.35278106508923
P322,0,68,25869.230000000007,380.4298529411766
P327,0,82,34066.74,415.4480487804878
P340,0,93,32697.320000000003,351.5840860215054
P370,0,192,36050.090000000055,187.76088541666695
P372,0,156,42656.640000000014,273.4400000000001
P376,0,51,42065.13999999995,824.8066666666657
P379,0,104,48621.57000000008,467.5150961538469
P382,0,40,28074.19999999999,701.8549999999998
P393,0,118,48144.13999999999,408.0011864406779
P431,0,37,30873.179999999993,834.4102702702701
P435,0,84,27130.690000000024,322.98440476190507
P442,0,82,32452.280000000002,395.759512195122
P459,0,32,16131.850000000011,504.12031250000035
P490,0,118,49251.93000000001,417.38923728813563
P523,0,120,52545.51999999999,437.87933333333325
P539,0,84,41550.850000000035,494.6529761904766
P548,0,112,28434.069999999992,253.87562499999993
P561,0,265,97796.99999999975,369.045283018867
P604,0,71,26055.54000000002,366.97943661971857
P606,0,77,25107.240000000005,326.068051948052
P620,0,132,38278.209999999985,289.9864393939393
P623,0,81,28818.85000000001,355.7882716049384
P627,0,44,31803.909999999996,722.8161363636362
P637,0,189,152330.5399999999,805.9816931216925
P641,0,344,123847.16999999977,360.0208430232551
P709,0,35,24595.59000000001,702.7311428571431
P718,0,101,34295.56999999998,339.5600990099008
P722,0,60,42558.790000000015,709.3131666666669
P742,0,32,43535.85,1360.4953125
P745,0,107,41323.49,386.20084112149533
P763,0,438,180759.51000000033,412.6929452054802
P783,0,120,37313.94000000001,310.94950000000006
P785,0,51,38647.7,757.7980392156862
P797,0,93,49705.13,534.4637634408601
P821,0,82,30389.14,370.5992682926829
P825,0,151,35265.59999999995,233.54701986754932
P831,0,237,148876.21000000008,628.1696624472577
P855,0,117,34220.709999999955,292.48470085470046
P867,0,66,52953.53000000003,802.3262121212125
P876,0,36,45150.69999999997,1254.1861111111102
P901,0,42,28255.620000000006,672.7528571428572
P906,0,76,29383.40999999999,386.62381578947355
P920,0,36,14272.03,396.4452777777778
P932,0,204,59474.47,291.54151960784316
P952,0,160,53152.98,332.20612500000004
P963,0,53,30511.06000000001,575.6803773584908
P108,1,224,195134.47999999986,871.1360714285709
P164,1,264,110850.73000000008,419.8891287878791
P165,1,112,98336.38999999985,878.0034821428559
P169,1,576,219589.81999999983,381.2323263888886
P193,1,97,101347.51999999997,1044.8197938144328
P228,1,26,25561.550000000007,983.1365384615387
P309,1,666,271435.1799999995,407.56033033032963
P313,1,111,47855.819999999985,431.1335135135134
P320,1,68,26751.62000000005,393.40617647058895
P322,1,108,39976.100000000006,370.1490740740741
P327,1,218,106708.34000000016,489.4877981651383
P340,1,90,31179.289999999994,346.43655555555546
P370,1,71,31922.629999999994,449.6145070422534
P372,1,238,90012.35999999994,378.2031932773107
P376,1,1286,88743.60000000049,69.00746500777643
P379,1,299,140871.61000000007,471.14250836120425
P382,1,38,16453.600000000013,432.98947368421085
P393,1,165,68676.84999999999,416.2233333333333
P431,1,102,57164.36999999996,560.4349999999996
P435,1,197,104245.28999999986,529.1639086294409
P442,1,82,48739.409999999974,594.3830487804875
P459,1,114,79305.79000000002,695.6648245614037
P490,1,25,24129.33999999999,965.1735999999996
P523,1,617,287649.8699999997,466.2072447325765
P539,1,242,145438.36999999985,600.9849999999993
P548,1,335,127798.08999999978,381.48683582089484
P561,1,778,287333.5400000006,369.32331619537354
P604,1,196,77539.72000000002,395.6108163265307
P606,1,196,75439.95000000006,384.8977040816329
P620,1,275,122327.02000000009,444.8255272727276
P623,1,137,52223.19000000003,381.1911678832119
P627,1,58,28122.560000000016,484.8717241379313
P637,1,189,106211.76000000005,561.9669841269844
P641,1,376,136032.67000000004,361.7890159574469
P709,1,36,28613.920000000006,794.8311111111112
P718,1,110,40863.59999999998,371.4872727272725
P722,1,254,164567.53,647.9036614173228
P742,1,35,36356.44000000001,1038.7554285714289
P745,1,84,42912.17999999994,510.859285714285
P763,1,409,284323.7400000003,695.1680684596583
P783,1,326,304264.95999999973,933.3280981595084
P785,1,119,87484.84999999998,735.1668067226889
P797,1,253,128787.1699999998,509.0401976284577
P821,1,80,28239.409999999993,352.9926249999999
P825,1,146,32699.179999999986,223.96698630136976
P831,1,345,255045.63999999998,739.2627246376811
P855,1,106,45162.369999999944,426.06009433962214
P867,1,164,67087.15999999993,409.0680487804874
P876,1,37,51571.859999999986,1393.8340540540537
P901,1,58,28896.729999999967,498.21948275862013
P906,1,59,19829.599999999988,336.0949152542371
P920,1,78,42216.409999999974,541.2360256410253
P932,1,214,145779.19999999984,681.2112149532703
P952,1,92,37966.300000000025,412.67717391304376
P963,1,280,249428.4600000001,890.8159285714289
P108,10,66,35375.89000000003,535.9983333333338
P164,10,148,55451.38999999997,374.67155405405384
P165,10,73,44590.63999999997,610.8306849315064
P169,10,105,29803.929999999986,283.84695238095225
P193,10,25,25239.9,1009.596
P228,10,107,68982.01000000002,644.6916822429909
P309,10,127,35929.08000000003,282.9061417322837
P313,10,80,29277.33,365.966625
P320,10,192,69976.17000000003,364.45921875000016
P322,10,102,52363.50999999995,513.3677450980388
P327,10,44,15704.840000000007,356.928181818182
P340,10,71,27772.439999999984,391.16112676056315
P370,10,68,31242.67000000002,459.451029411765
P372,10,144,41196.62000000004,286.08763888888916
P376,10,201,35697.480000000025,177.59940298507476
P379,10,93,37386.960000000036,402.01032258064555
P382,10,27,16840.93,623.7381481481482
P393,10,72,42943.760000000024,596.4411111111115
P431,10,76,37051.43,487.5188157894737
P435,10,141,36866.329999999936,261.46333333333286
P442,10,57,35364.44000000001,620.4287719298247
P459,10,35,36896.320000000014,1054.1805714285717
P490,10,102,63104.20000000008,618.6686274509811
P523,10,133,52924.93999999998,397.931879699248
P539,10,81,50806.890000000014,627.2455555555557
P548,10,83,27847.22000000002,335.5086746987954
P561,10,213,72337.63999999994,339.61333333333306
P604,10,99,31064.85999999997,313.78646464646437
P606,10,95,32722.159999999978,344.443789473684
P620,10,143,40188.15999999999,281.03608391608384
P623,10,102,27829.709999999974,272.8402941176468
P627,10,218,87077.37000000004,399.4374770642204
P637,10,48,28543.70999999999,594.6606249999998
P641,10,186,94664.32,508.94795698924736
P709,10,55,30559.819999999974,555.6330909090905
P718,10,246,107752.75000000001,438.01930894308947
P722,10,150,88782.81,591.8854
P742,10,80,47362.53000000003,592.0316250000003
P745,10,81,27979.260000000017,345.42296296296314
P763,10,69,41931.19000000002,607.6984057971017
P783,10,15,16645.880000000005,1109.7253333333335
P785,10,67,44391.869999999995,662.5652238805969
P797,10,74,24591.379999999997,332.3159459459459
P821,10,73,23888.45000000002,327.2390410958907
P825,10,213,28425.780000000035,133.45436619718328
P831,10,39,23029.72,590.505641025641
P855,10,196,76972.27999999998,392.7157142857142
P867,10,62,25126.499999999996,405.266129032258
P876,10,32,31953.499999999993,998.5468749999998
P901,10,55,26228.17000000001,476.8758181818184
P906,10,96,29212.670000000016,304.2986458333335
P920,10,211,83455.92,395.52568720379145
P932,10,215,241840.21000000014,1124.8381860465122
P952,10,149,39409.98000000001,264.4965100671142
P963,10,56,48350.95000000002,863.4098214285717
P108,2,72,59259.500000000015,823.0486111111113
P164,2,157,63317.78999999986,403.2980254777061
P165,2,244,209379.35999999993,858.1121311475407
P169,2,225,98141.38000000005,436.18391111111134
P193,2,63,53585.11000000002,850.5573015873019
P228,2,78,48316.41000000002,619.4411538461541
P309,2,635,281389.25,443.1326771653543
P313,2,472,184364.18000000017,390.6020762711868
P320,2,719,294267.550000001,409.273365785815
P322,2,63,31214.439999999995,495.4673015873015
P327,2,255,113401.4599999999,444.7116078431369
P340,2,159,63365.27999999998,398.52377358490554
P370,2,893,268445.0199999999,300.6103247480402
P372,2,172,70840.20000000007,411.86162790697716
P376,2,214,26342.21999999999,123.09448598130837
P379,2,64,47458.53000000001,741.5395312500002
P382,2,208,151405.73000000024,727.9121634615396
P393,2,568,268752.3100000001,473.1554753521129
P431,2,160,123454.94000000013,771.5933750000008
P435,2,339,133579.92000000036,394.0410619469037
P442,2,281,181875.6199999999,647.2441992882559
P459,2,21,40857.18,1945.58
P490,2,34,29391.94,864.4688235294117
P523,2,265,127615.98000000013,481.5697358490571
P539,2,455,302069.56,663.8891428571428
P548,2,224,88467.12000000004,394.94250000000017
P561,2,611,217590.5099999999,356.12194762684106
P604,2,130,50737.12000000009,390.28553846153915
P606,2,116,48844.25,421.0711206896552
P620,2,538,188843.19000000032,351.0096468401493
P623,2,95,29408.600000000006,309.56421052631583
P627,2,128,56701.280000000035,442.9787500000003
P637,2,93,61308.790000000015,659.234301075269
P641,2,327,140300.28999999983,429.0528746177365
P709,2,136,74770.76999999997,549.7850735294115
P718,2,146,69170.44999999992,473.77020547945153
P722,2,72,34989.95999999998,485.97166666666635
P742,2,85,56107.43999999999,660.0875294117645
P763,2,597,273280.74000000017,457.7566834170857
P783,2,206,89979.34999999996,436.7929611650484
P785,2,346,212548.99000000008,614.3034393063587
P797,2,331,145182.19,438.61688821752267
P821,2,92,30871.04000000003,335.554782608696
P825,2,439,101029.74000000009,230.13608200455602
P831,2,67,62745.14000000002,936.494626865672
P855,2,210,103740.10999999994,494.00052380952354
P867,2,180,47728.35999999991,265.15755555555506
P876,2,50,59044.38000000002,1180.8876000000005
P901,2,43,37417.58000000001,870.1762790697677
P906,2,555,306879.2600000002,552.9356036036039
P920,2,577,212798.89000000022,368.8022357019068
P932,2,251,196437.36999999982,782.619003984063
P952,2,189,135750.85000000006,718.2584656084659
P963,2,226,209369.74999999977,926.4148230088485
P108,3,339,251842.58000000002,742.8984660766962
P164,3,549,183738.00000000026,334.67759562841576
P165,3,259,178126.34999999998,687.746525096525
P169,3,445,181917.37999999974,408.8031011235949
P193,3,125,165940.21999999997,1327.5217599999999
P228,3,126,105419.65000000001,836.663888888889
P309,3,697,280726.9999999998,402.7647058823527
P313,3,290,128297.84000000023,442.406344827587
P320,3,535,228385.8000000001,426.88934579439274
P322,3,440,283631.61000000004,644.6172954545456
P327,3,73,55860.789999999964,765.2163013698625
P340,3,212,96833.00999999979,456.7594811320745
P370,3,254,153878.29000000004,605.8200393700789
P372,3,594,216997.83000000042,365.31621212121286
P376,3,540,142722.6599999999,264.301222222222
P379,3,413,288474.7800000004,698.4861501210663
P382,3,214,171785.00999999995,802.7336915887848
P393,3,361,223758.98000000004,619.830969529086
P431,3,394,296756.4200000001,753.1888832487313
P435,3,541,268868.5,496.98428835489835
P442,3,294,197213.20999999982,670.7932312925163
P459,3,374,301012.9699999993,804.847513368982
P490,3,300,201899.74999999985,672.9991666666662
P523,3,510,291912.0400000004,572.3765490196085
P539,3,389,293635.2399999999,754.8463753213364
P548,3,440,194296.97000000035,441.5840227272735
P561,3,677,294352.58999999927,434.7896454948291
P604,3,375,146406.37999999963,390.41701333333236
P606,3,614,304202.1100000005,495.44317589576633
P620,3,417,180375.9300000003,432.55618705036045
P623,3,406,134464.54000000004,331.1934482758622
P627,3,462,234346.04000000027,507.2425108225114
P637,3,159,96862.91999999997,609.2007547169809
P641,3,279,147461.0799999999,528.5343369175623
P709,3,148,96846.49000000005,654.368175675676
P718,3,492,281888.48999999993,572.9440853658535
P722,3,355,284337.1900000001,800.9498309859158
P742,3,241,234645.71,973.6336514522822
P745,3,598,271200.1699999998,453.5119899665549
P763,3,175,129862.61999999992,742.0721142857138
P783,3,246,286126.10000000003,1163.1142276422765
P785,3,488,288699.4500000002,591.5972336065578
P797,3,492,306305.46000000025,622.5720731707322
P821,3,552,288722.57,523.0481340579711
P825,3,178,91344.3599999999,513.1705617977523
P831,3,380,320678.07000000036,843.8896578947378
P855,3,257,148854.22999999998,579.1993385214007
P867,3,396,215426.74000000017,544.0069191919196
P876,3,124,133295.13000000018,1074.960725806453
P901,3,126,92755.68999999994,736.1562698412694
P906,3,442,295775.5900000001,669.1755429864255
P920,3,613,291215.4399999997,475.06597063621484
P932,3,190,151247.21000000025,796.0379473684224
P952,3,88,43936.7,499.2806818181818
P963,3,265,264951.00000000023,999.8150943396236
P108,4,79,55256.72,699.4521518987342
P164,4,125,44011.33000000003,352.09064000000023
P165,4,358,238706.99000000005,666.7793016759778
P169,4,360,128275.99999999983,356.32222222222174
P193,4,162,121287.99000000022,748.6912962962977
P228,4,347,198989.78,573.4575792507204
P309,4,525,157940.5800000002,300.83920000000035
P313,4,150,51289.25999999998,341.92839999999984
P320,4,380,107078.75999999994,281.78621052631564
P322,4,256,75986.30999999992,296.8215234374997
P327,4,530,201348.46999999968,379.90277358490505
P340,4,167,51723.71999999999,309.72287425149693
P370,4,636,138630.19000000024,217.97199685534628
P372,4,782,208350.93999999974,266.4334271099741
P376,4,346,147087.52,425.1084393063584
P379,4,263,114409.28000000013,435.01627376425904
P382,4,303,176562.06999999995,582.7131023102309
P393,4,142,61635.51000000006,434.0528873239441
P431,4,573,302493.1099999992,527.9111867364733
P435,4,214,86143.68999999999,402.54060747663544
P442,4,232,122647.75000000007,528.6540948275865
P459,4,140,171723.60999999972,1226.5972142857124
P490,4,233,117725.24000000003,505.25854077253234
P523,4,229,119752.35000000006,522.9360262008737
P539,4,241,160908.79999999973,667.6713692946047
P548,4,292,105428.47000000003,361.05640410958915
P561,4,537,196314.3499999996,365.5760707635002
P604,4,338,109101.22999999991,322.78470414201155
P606,4,502,152559.18000000023,303.9027490039845
P620,4,377,143721.38999999998,381.2238461538461
P623,4,291,83476.12000000004,286.8595189003438
P627,4,266,92874.98000000011,349.1540601503764
P637,4,253,161086.13000000027,636.7040711462461
P641,4,91,39177.59999999997,430.5230769230766
P709,4,124,64594.65999999998,520.9246774193547
P718,4,351,149412.99000000043,425.6780341880354
P722,4,105,73925.30000000003,704.0504761904765
P742,4,70,64671.49999999996,923.8785714285709
P745,4,446,203214.76000000013,455.63847533632315
P763,4,265,122978.69999999982,464.0705660377352
P783,4,638,287175.5099999999,450.11835423197476
P785,4,178,103471.78000000003,581.3021348314609
P797,4,322,187146.33999999988,581.1998136645959
P821,4,175,53712.47999999994,306.9284571428568
P825,4,279,70673.23999999987,253.3091039426519
P831,4,209,99514.14000000009,476.1442105263162
P855,4,703,285586.0600000001,406.23906116642974
P867,4,223,56388.929999999906,252.86515695067223
P876,4,308,264127.46999999986,857.5567207792203
P901,4,350,241622.31999999992,690.3494857142855
P906,4,462,145211.20999999976,314.30997835497783
P920,4,612,290035.3899999987,473.91403594771026
P932,4,548,322660.3899999996,588.7963321167877
P952,4,92,68154.88,740.8139130434784
P963,4,187,156400.30999999988,836.3652941176464
P108,5,82,74975.95,914.3408536585365
P164,5,77,31847.19,413.5998701298701
P165,5,92,54608.620000000024,593.5719565217394
P169,5,344,146554.68999999994,426.0310755813952
P193,5,71,70702.10000000003,995.8042253521131
P228,5,37,34712.600000000006,938.1783783783785
P309,5,156,60614.37999999999,388.55371794871786
P313,5,103,49786.62,483.3652427184466
P320,5,293,108449.40999999993,370.1345051194537
P322,5,363,161797.40999999995,445.7228925619833
P327,5,171,163099.48999999982,953.7981871345019
P340,5,221,97129.90999999983,439.50185520361913
P370,5,112,60533.18000000005,540.4748214285719
P372,5,377,121549.76999999986,322.4131830238723
P376,5,170,31563.820000000036,185.66952941176493
P379,5,145,87181.75999999992,601.2535172413787
P382,5,38,24672.539999999983,649.2773684210522
P393,5,162,75410.29999999997,465.49567901234553
P431,5,81,76353.86999999995,942.6403703703697
P435,5,513,271979.5300000001,530.1745224171542
P442,5,345,171754.16,497.83814492753623
P459,5,71,63979.090000000004,901.1139436619719
P490,5,122,84429.48999999996,692.0449999999997
P523,5,446,203059.6099999998,455.2906053811655
P539,5,329,267165.13999999966,812.0520972644367
P548,5,123,52334.06000000003,425.48016260162626
P561,5,98,46274.58999999999,472.1896938775509
P604,5,532,201870.76999999993,379.456334586466
P606,5,387,145325.83999999985,375.51896640826834
P620,5,235,90144.41999999994,383.59327659574444
P623,5,61,19254.680000000004,315.6504918032787
P627,5,554,242028.70999999973,436.87492779783344
P637,5,149,115976.2499999999,778.3640939597309
P641,5,170,81863.56000000006,481.5503529411768
P709,5,191,116777.70999999985,611.4016230366484
P718,5,110,55680.20999999999,506.1837272727272
P722,5,50,30147.1,602.942
P742,5,91,84031.12000000007,923.4189010989019
P745,5,81,41221.02999999996,508.90160493827113
P763,5,339,205489.92999999973,606.1649852507367
P783,5,53,76789.15999999999,1448.8520754716978
P785,5,139,84265.09,606.2236690647482
P797,5,255,108231.6000000001,424.43764705882387
P821,5,210,78997.66999999984,376.1793809523802
P825,5,242,71069.78999999996,293.676818181818
P831,5,30,23737.06000000001,791.2353333333336
P855,5,142,72906.16000000002,513.4236619718312
P867,5,113,62768.10000000001,555.4699115044249
P876,5,42,49892.110000000015,1187.9073809523813
P901,5,20,33511.19999999999,1675.5599999999995
P906,5,87,21721.840000000007,249.67632183908054
P920,5,85,38688.18999999998,455.155176470588
P932,5,203,179996.40000000014,886.6817733990155
P952,5,44,34224.779999999984,777.8359090909088
P963,5,194,164467.81,847.7722164948453
P108,6,67,49306.839999999975,735.9229850746265
P164,6,198,64796.80000000009,327.2565656565661
P165,6,116,76414.49999999996,658.745689655172
P169,6,106,42883.68999999997,404.5631132075469
P193,6,31,26446.18000000002,853.1025806451619
P228,6,62,47037.369999999995,758.6672580645161
P309,6,99,39941.720000000016,403.45171717171735
P313,6,116,56394.14000000001,486.1563793103449
P320,6,165,58766.96000000002,356.16339393939404
P322,6,167,77737.85999999996,465.4961676646704
P327,6,65,43176.03999999999,664.2467692307691
P340,6,164,65700.38000000006,400.6120731707321
P370,6,53,34777.80999999997,656.1850943396221
P372,6,149,61909.37000000002,415.49912751677863
P376,6,541,190231.59999999945,351.62957486136685
P379,6,98,92311.2399999999,941.9514285714276
P382,6,43,42240.80000000002,982.344186046512
P393,6,82,51045.74999999999,622.5091463414633
P431,6,63,42263.199999999975,670.8444444444441
P435,6,149,64498.74999999998,432.87751677852333
P442,6,148,79431.51999999992,536.6994594594589
P459,6,59,41305.26999999997,700.0893220338977
P490,6,49,27307.610000000022,557.2981632653066
P523,6,191,102724.00000000006,537.8219895287962
P539,6,49,31508.420000000006,643.0289795918369
P548,6,159,61731.79999999996,388.25031446540856
P561,6,141,58483.27000000002,414.7749645390072
P604,6,87,42947.43999999999,493.6487356321838
P606,6,159,56488.19000000007,355.2716352201262
P620,6,118,39086.22999999996,331.23923728813526
P623,6,146,52000.409999999974,356.1671917808217
P627,6,121,70039.92999999998,578.8423966942147
P637,6,75,35000.98999999999,466.67986666666656
P641,6,157,70051.9,446.19044585987257
P709,6,48,32277.120000000003,672.44
P718,6,81,42852.930000000015,529.0485185185187
P722,6,77,56834.57999999998,738.1114285714283
P742,6,65,51536.09000000001,792.8629230769233
P745,6,163,74648.30000000003,457.96503067484684
P763,6,73,42174.78000000002,577.7367123287675
P783,6,53,24130.13000000001,455.2854716981134
P785,6,279,169096.32000000007,606.0800000000003
P797,6,57,36873.50999999998,646.903684210526
P821,6,89,36344.58999999999,408.3661797752808
P825,6,91,59931.43999999998,658.5872527472525
P831,6,57,34562.43999999997,606.3585964912276
P855,6,83,41151.730000000054,495.8039759036151
P867,6,115,77218.04000000001,671.4612173913044
P876,6,22,37522.24999999999,1705.5568181818178
P901,6,54,32211.380000000005,596.5070370370371
P906,6,98,41876.19000000001,427.3080612244899
P920,6,57,28653.210000000017,502.6878947368424
P932,6,94,83536.57999999999,888.6870212765956
P952,6,54,43061.329999999994,797.4320370370369
P963,6,169,128369.81,759.584674556213
P108,7,186,128228.46999999993,689.4003763440857
P164,7,162,56567.490000000056,349.1820370370374
P165,7,78,72402.55000000003,928.2378205128209
P169,7,739,277460.6899999999,375.4542489851149
P193,7,56,53343.18999999999,952.5569642857141
P228,7,185,134133.21000000005,725.0443783783786
P309,7,298,93965.21999999988,315.3195302013419
P313,7,74,38485.65999999998,520.0764864864863
P320,7,335,119618.7200000001,357.07080597014954
P322,7,113,64388.59999999995,569.810619469026
P327,7,133,59227.03999999999,445.31609022556387
P340,7,500,148708.43999999983,297.41687999999965
P370,7,186,55751.39999999997,299.7387096774192
P372,7,171,76666.2299999999,448.34052631578885
P376,7,738,300995.1800000001,407.8525474254744
P379,7,499,266222.21,533.5114428857715
P382,7,191,107319.69000000008,561.8831937172779
P393,7,291,127199.44000000008,437.1114776632305
P431,7,125,91858.46999999999,734.8677599999999
P435,7,618,278176.8699999999,450.12438511326843
P442,7,347,204269.50000000055,588.6729106628258
P459,7,81,87414.85999999996,1079.1958024691353
P490,7,32,48019.54,1500.610625
P523,7,585,286411.82999999943,489.5928717948708
P539,7,520,300402.64999999857,577.6974038461511
P548,7,529,174794.2400000002,330.42389413988695
P561,7,201,68174.87000000008,339.1784577114432
P604,7,139,66387.2000000001,477.6057553956842
P606,7,180,67871.37999999993,377.06322222222184
P620,7,574,203098.74999999983,353.8305749128917
P623,7,63,26747.469999999998,424.56301587301584
P627,7,191,87795.9099999999,459.66445026177956
P637,7,173,85410.85000000014,493.7043352601164
P641,7,381,102562.36999999992,269.19257217847746
P709,7,311,195969.09999999995,630.1257234726686
P718,7,440,155011.60999999993,352.2991136363635
P722,7,168,80240.80000000013,477.62380952381034
P742,7,196,143667.0500000002,732.9951530612254
P745,7,183,85849.17999999992,469.1212021857919
P763,7,289,183611.25999999986,635.3330795847746
P783,7,108,103834.25,961.4282407407408
P785,7,48,33660.55000000002,701.2614583333337
P797,7,147,69526.24999999997,472.9676870748297
P821,7,153,70402.43000000004,460.14660130718977
P825,7,525,107729.54999999986,205.1991428571426
P831,7,202,128889.98999999999,638.0692574257425
P855,7,735,291935.35000000044,397.190952380953
P867,7,1099,221870.36000000013,201.88385805277537
P876,7,40,44877.28000000002,1121.9320000000005
P901,7,47,43530.61,926.1831914893617
P906,7,170,55267.1,325.1005882352941
P920,7,389,159471.9300000001,409.9535475578409
P932,7,287,316108.9599999998,1101.424947735191
P952,7,301,96166.31999999985,319.48943521594634
P963,7,484,299393.0500000004,618.5806818181826
P108,8,83,53745.449999999975,647.5355421686744
P164,8,220,81705.72000000006,371.3896363636366
P165,8,79,60571.90000000002,766.7329113924054
P169,8,86,43300.27000000001,503.49151162790713
P193,8,27,30426.839999999997,1126.9199999999998
P228,8,56,39593.58000000003,707.0282142857149
P309,8,168,97088.17999999992,577.9058333333329
P313,8,68,32288.11000000004,474.82514705882414
P320,8,161,80567.57,500.4196894409938
P322,8,114,54250.67000000001,475.8830701754387
P327,8,121,46563.47000000003,384.82206611570274
P340,8,81,31461.29999999998,388.41111111111087
P370,8,75,32070.380000000005,427.60506666666674
P372,8,153,85747.19999999995,560.4392156862742
P376,8,413,66743.64999999979,161.60690072639176
P379,8,130,80791.35999999999,621.4719999999999
P382,8,42,40391.27999999999,961.6971428571427
P393,8,63,26021.99,413.0474603174603
P431,8,88,38785.109999999986,440.73988636363623
P435,8,81,33000.65999999998,407.41555555555533
P442,8,96,66769.89999999997,695.5197916666663
P459,8,68,51025.819999999956,750.3797058823523
P490,8,94,50914.43000000002,541.6428723404258
P523,8,139,57003.97999999996,410.10057553956807
P539,8,546,300311.4600000002,550.0209890109894
P548,8,160,61702.860000000044,385.6428750000003
P561,8,300,112088.52999999998,373.6284333333333
P604,8,220,93038.88999999996,422.90404545454527
P606,8,140,56514.96999999999,403.67835714285707
P620,8,165,62099.83000000004,376.3626060606063
P623,8,92,29337.06999999998,318.8811956521737
P627,8,118,66177.23000000004,560.8239830508478
P637,8,55,34433.14000000001,626.057090909091
P641,8,236,108843.3800000001,461.20076271186485
P709,8,42,38559.369999999995,918.080238095238
P718,8,211,101913.22000000002,483.00104265402854
P722,8,49,33890.670000000006,691.6463265306123
P742,8,40,30516.199999999993,762.9049999999999
P745,8,192,87634.23000000004,456.4282812500002
P763,8,65,48939.98000000002,752.9227692307695
P783,8,104,38879.75000000004,373.84375000000034
P785,8,53,37864.25,714.4198113207547
P797,8,116,53242.290000000015,458.98525862068976
P821,8,148,68226.84999999998,460.99222972972956
P825,8,125,47879.83,383.03864
P831,8,50,50665.62999999996,1013.3125999999992
P855,8,152,55725.15000000005,366.61282894736877
P867,8,77,76271.43999999996,990.5381818181813
P876,8,51,51278.48000000003,1005.4603921568633
P901,8,40,42948.48999999999,1073.7122499999998
P906,8,103,33619.95,326.40728155339804
P920,8,130,60869.53999999995,468.2272307692304
P932,8,118,72579.21999999997,615.07813559322
P952,8,79,37985.05,480.82341772151904
P963,8,108,86855.49000000009,804.2175000000009
P108,9,220,161793.51999999993,735.4250909090906
P164,9,741,256374.6900000005,345.9847368421059
P165,9,330,291539.51000000024,883.4530606060613
P169,9,98,39495.74999999997,403.0178571428568
P193,9,84,90922.04000000001,1082.4052380952382
P228,9,155,155085.36000000016,1000.5507096774204
P309,9,601,252999.04000000044,420.96346089850323
P313,9,400,174558.54999999996,436.3963749999999
P320,9,747,270319.92000000074,361.8740562249006
P322,9,299,162166.26999999984,542.3621070234109
P327,9,244,154356.45999999985,632.6084426229502
P340,9,70,36157.69000000002,516.5384285714288
P370,9,141,47071.039999999986,333.83716312056725
P372,9,126,56497.759999999995,448.3949206349206
P376,9,1405,252357.66000000056,179.61399288256268
P379,9,176,104892.10999999996,595.9778977272725
P382,9,18,15191.029999999999,843.946111111111
P393,9,568,274413.0200000004,483.1215140845078
P431,9,42,28629.19999999998,681.6476190476185
P435,9,594,274778.6899999995,462.5903872053863
P442,9,358,240151.26000000024,670.8135754189951
P459,9,47,29252.31000000001,622.3895744680852
P490,9,711,336259.4800000002,472.93879043600595
P523,9,433,233798.32999999984,539.9499538106232
P539,9,86,72558.70000000001,843.7058139534885
P548,9,645,254136.99000000025,394.01083720930274
P561,9,132,60240.65000000003,456.36856060606084
P604,9,561,275910.6899999998,491.8194117647056
P606,9,844,236224.97000000015,279.8874052132703
P620,9,697,266743.54999999923,382.7023672883777
P623,9,268,104382.19999999992,389.4858208955221
P627,9,473,212492.02000000002,449.24317124735734
P637,9,608,288881.9999999996,475.134868421052
P641,9,257,104112.82999999993,405.1082879377429
P709,9,172,122124.77999999993,710.0277906976739
P718,9,555,286404.2399999997,516.0436756756751
P722,9,337,220178.59000000017,653.3489317507424
P742,9,209,221354.38000000035,1059.1118660287098
P745,9,278,129307.70999999998,465.1356474820143
P763,9,148,93763.50999999994,633.5372297297293
P783,9,15,26646.260000000002,1776.4173333333335
P785,9,60,48556.97999999999,809.2829999999998
P797,9,58,34814.11000000001,600.2432758620691
P821,9,510,202132.35000000006,396.33794117647074
P825,9,98,37909.469999999994,386.83132653061216
P831,9,56,30223.16000000001,539.6992857142859
P855,9,110,47823.620000000046,434.7601818181822
P867,9,388,252931.54999999964,651.885438144329
P876,9,191,164247.17999999993,859.9328795811515
P901,9,37,30316.399999999987,819.3621621621618
P906,9,80,26396.490000000016,329.9561250000002
P920,9,148,67583.13000000003,456.6427702702705
P932,9,379,299458.4000000008,790.1277044854902
P952,9,448,219633.12000000008,490.25250000000017
P963,9,107,87643.67,819.0997196261682
